Geneid,CTB_1st_717,CTB_1st_722,CTB_1st_732,CTB_1st_734,CTB_1st_738,CTB_1st_750,EVT_1st_1026,EVT_1st_1087,EVT_1st_1089,EVT_1st_1094,EVT_1st_1096,EVT_1st_1097
ENSG00000005022.6,10552.033,10693.17,11076.141,7976.429,10624.404,7140.019,1930.77,1646.703,2096.854,1602.999,2883.001,2833.171
ENSG00000005059.16,1327.654,1705.999,1420.965,1222,1829.002,1141.99,454.001,320.999,354.002,344,495,554
ENSG00000005073.6,128,6,0,0,0,0,6,0,0,0,2,1
ENSG00000005075.16,756.481,895.16,944.233,749.442,949.823,610.768,396.22,438.385,451.672,365.582,665.007,581.868
ENSG00000005100.13,521.999,692.999,610,586.053,645,536.381,370,327.001,226.001,187.999,386,440.008
ENSG00000005102.14,7,48,17,24,45,7,8,6,1,1,4,6
ENSG00000005108.17,1623.049,3065.001,2460.03,1730.894,2488.003,1427.034,714,304.007,537,773,714.006,686
ENSG00000005156.12,3323.303,4046.352,3778.152,3113.857,4293.54,3159.787,2598.794,2197.724,2317.359,1906.111,2918.706,2860.336
ENSG00000005175.10,828.31,1067.158,860.999,779.001,1051.999,678.005,479.883,486.899,448.999,366,603,591.999
ENSG00000005187.12,871.058,604,756.007,883,1014,575.078,19,17,56,29,55,52.803
ENSG00000005189.20,169.999,242.999,250.999,203.999,266,163,62.999,72,68.001,52,82.999,62
ENSG00000005194.15,1776,1797,1489.001,1177.002,1869.003,1010.011,610.153,627,617.995,495,1004,823.002
ENSG00000005206.17,1736.242,1923.018,2694.503,1501.001,1934.147,1967.676,1269.071,892.526,952.002,706.999,1259.886,1160.577
ENSG00000005238.20,134.001,215.999,136.026,116.999,114,147,988.001,615.076,683,630,1326.227,926
ENSG00000005243.10,57.019,3,0,0,2,5,65,22,37,83,34,19
ENSG00000005249.14,18,28.003,10,8.221,28.938,29.651,88,60.237,49,42,98,106.065
ENSG00000005302.19,594.377,822,739.001,478.999,696,575,696.101,720.062,710.998,621.001,761.003,764.001
ENSG00000005339.15,2161.124,2100.031,3184.375,2571.674,2638.198,2774.864,1525.925,958.982,1008.007,712.999,1259.008,1463.001
ENSG00000005379.17,55.999,14,7,8,9,3,149.001,100.002,109,40,82.001,121
ENSG00000005381.9,0,2,0,0,0,0,1,6,3,1,7,1
ENSG00000005421.9,3,2,0,0,3,1,0,2,0,0,0,2
ENSG00000005436.14,1154.06,1445.518,1341,1077.001,1471,1136.001,456,404,359.999,365.998,512.029,421.999
ENSG00000005448.17,68,34,83,46,81.999,24,43,52,56,60.001,108.983,61
ENSG00000005469.12,3399.978,2996.971,2415,2543.759,3205.232,2989.172,230,137,477.085,372,396.002,434
ENSG00000005471.19,61,92.001,61.999,81,76.999,36,16,17,23.994,22,13,13
ENSG00000005483.23,930.437,977,866,810.999,910.002,1024.727,568.999,691.526,705.001,558,861,685
ENSG00000005486.17,456.478,537.334,627.615,451.342,607,358.237,449.159,368.044,428,257.001,532,542
ENSG00000005513.10,1,4,2,0,0,0,12,44,10,11,31,26
ENSG00000005700.15,3117.222,3259.316,3485.969,2583.733,3734,2518.241,1741.275,2297.007,2060.338,1870,2232,1813.492
ENSG00000005801.18,802.656,743.999,1226.308,907.691,1003.378,1036.513,763.518,745.392,697.977,519.046,715.53,760.259
ENSG00000005810.20,5881.26,6623.778,6036.078,5781.215,7196.454,5221.685,2928.411,3385.706,3094.439,2398.175,3518.765,3730.313
ENSG00000005812.11,2786.731,2984.999,2963.02,2202.001,2700.993,2510.194,3234.36,3108.764,3022.594,2744.855,3672.578,3360.631
ENSG00000005844.19,14,15.992,5,6,19,8.638,71.999,122,87.913,50,123.003,118.049
ENSG00000005882.12,311,484,469,277.001,496.001,323.11,69.999,40,53,53.999,79,118.001
ENSG00000005884.18,167.987,248,374.001,173.386,206,335.905,880.174,880.021,936,1206.967,1258,1341.363
ENSG00000005889.16,6074.237,6255.001,7178.303,5466.074,7031.221,5409.204,1363.221,1424.214,1737.999,1447.001,2518.001,2628.181
ENSG00000005893.17,4959.101,5486.956,5605.762,4095.176,5271.21,4176.45,6378.162,5555.917,6211.438,5850.778,8369.607,6907.273
ENSG00000005961.19,145.128,195.999,183,103.999,202.094,112,46.002,55,35,44.999,32,26
ENSG00000005981.13,2,4,2,3,3,0,9,0,0,1,3,0
ENSG00000006007.12,2518.688,3462,3157.329,2130.001,3800.537,2695.469,2192.253,2383.891,1959,1620.719,2718.964,3172.445
ENSG00000006015.18,416.009,685.013,560.47,364.967,574.2,357.29,396.098,321.405,314.005,356.446,520.001,482.908
ENSG00000006016.12,25,29,6,7,19,39,127,83,39,62,125,198
ENSG00000006025.13,26,16,40,26,22,35,10,13,15,13,36,23
ENSG00000006042.12,119,119,117.048,76.999,101,62,29,27,14,20,31,31.999
ENSG00000006047.13,1,2,9,1,4,13,8,31,5,8,12,25
ENSG00000006059.4,7,15,8,3,7,3,2,0,0,4,0,2
ENSG00000006062.18,173.001,128,161.001,121,116.999,112,181,136,189,126,208,217
ENSG00000006071.16,126,1,2,9,3.247,5,1,0,1,1,3,3
ENSG00000006116.4,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000006118.15,2569.088,3362.619,2429,1955.117,2522,2034.999,3350.949,3344.03,3130,2872.426,4308.324,3747.006
ENSG00000006125.18,3295.001,4003.84,3279.912,3159,3295.185,2467.107,3266.609,2281.184,2600.998,2324.999,3213.509,3084.322
ENSG00000006128.12,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000006194.11,1124.999,1212.002,1090.188,967.003,1362,857.331,632.321,795,724.999,573.923,824.19,866.207
ENSG00000006210.7,25.866,14,4,4.881,16.191,10,5,3,3,2,3,2
ENSG00000006282.22,756.01,552.016,638.976,481,489.001,673.002,707.797,719,588.999,437.935,827.514,927
ENSG00000006283.18,43.001,7.001,4,2,1,8,97,117,64,67.001,83.999,258.999
ENSG00000006327.14,992.999,504,898.001,613,1184.001,712,554.709,385,532,773,1013.233,697.999
ENSG00000006377.11,430.243,685,516,525,487,437,528.001,736,661,409.999,595,629.975
ENSG00000006432.16,604.001,627.004,849,845.042,844.71,672,582.007,433.088,342.999,380,503,665.001
ENSG00000006451.8,801,990.001,938,878.999,1093.833,814.024,664.423,644.999,625,553.005,790.001,757.999
ENSG00000006453.14,760,1562.999,1483.974,1321,1394.196,959.001,5950.499,4758.317,4665.028,3374.225,5274.165,5526.364
ENSG00000006459.11,2354.22,2575,3675.642,2709.239,2934.556,1873.591,427,367,417,530.036,580,574
ENSG00000006468.15,117,124,143.001,104,172.001,100.999,14,36,16.999,15,19.001,27
ENSG00000006530.18,956.094,1107,1123.001,812.417,1245.754,935.387,404.002,508.014,448,346.043,581.999,546.082
ENSG00000006534.17,106,72,28.999,29.988,16.003,23,413.154,311.999,585.494,216,597,387.463
ENSG00000006555.11,13,16,9,14,33.001,27.001,18,48,37,35,25,42
ENSG00000006576.17,1226.006,1227.998,1337.151,1092.999,1382.269,1067,333,293.998,485,294,539.042,367.001
ENSG00000006606.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006607.14,1678.279,1838.28,2099.773,1391.914,2009.551,1470.254,1249.079,1147.517,1029.422,842,1483.629,1278.991
ENSG00000006611.17,0,0,0,0,0,0,0,0,0,23,0,0
ENSG00000006625.18,3871.755,3726.3,3496.251,2890.143,4508.539,2517.171,519.551,467.999,585.505,480.066,749,790.773
ENSG00000006634.8,1040.976,1337.614,1098.256,1031.597,1594.885,851.828,448.78,550.75,631.378,352.595,681.107,729.551
ENSG00000006638.13,54.032,25.853,76.935,36.372,71.851,57.982,58.932,16.987,26.816,33.132,45.003,31.209
ENSG00000006652.15,4615.844,2168.505,4648.973,4135.694,4897.122,4787.326,2578.902,2325.574,2238.976,1980.261,2771.727,2878.731
ENSG00000006659.13,4,78,13,8,12,6,77,21,39,55,85,72
ENSG00000006695.12,935.2,865.273,888.356,755.639,971.255,701.721,519.217,540.912,526.56,365.058,670.027,645.059
ENSG00000006704.11,133.999,129.997,187.756,92.969,161,148.001,66,64,63.999,73,82.001,89
ENSG00000006712.15,2214.77,1998,2578.859,2083,2960.796,2002.001,922.507,959.291,980.998,862.999,1264,1413
ENSG00000006715.16,2532.283,2571.352,2388.003,1844,2785.022,1999.101,1560.068,1580.384,1623.001,1367,1730.053,1686.424
ENSG00000006740.18,55,45,48.999,28,69,41,70,40,53,50,61,72
ENSG00000006744.19,3921.904,3683.995,3646.822,3107.999,4112.52,2808.239,1476.61,1269.999,1256,1000.999,1930.001,1941.882
ENSG00000006747.15,761,766.001,461.996,401.907,508.226,511.425,251.001,235.293,357.973,343.989,239.999,319.284
ENSG00000006756.16,1581.228,1633.001,2136.419,1489,1742,1377.344,1946.22,2615.844,2055.003,1288,2659.008,2159.057
ENSG00000006757.12,262.033,276.007,217,179,220,174.002,77.999,79,85,89.001,104,118
ENSG00000006788.14,0,0,0,0,0,0,0,0,0,2,2,3
ENSG00000006831.10,1876.297,2127,2109.002,1964.154,2417.558,1489.105,2666.082,2773.037,2732,1868.999,3285.427,3397.846
ENSG00000006837.12,32.419,32.673,31.101,17.786,36.886,26.975,23.224,13.075,22.311,15.438,23.241,25.046
ENSG00000007001.13,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000007038.11,4,11,7,9,12,4,42.999,57,71,40.998,64,120
ENSG00000007047.16,329,372,605.065,420,375.983,306.088,36.001,43,37.998,29,41,63
ENSG00000007062.12,88,55,68,53,139,46,3,2,4,12,68,31
ENSG00000007080.11,485,597,509,434,506,323.467,417.999,388.999,348,311,554,614.004
ENSG00000007129.18,1,0,0,0,0,0,1,2,0,3,2,6
ENSG00000007168.14,4356.191,4452.764,5394.628,3798.052,5208.297,3700.166,3592.221,3382.302,3787.059,3160.102,4090.323,3798.718
ENSG00000007171.19,51,838,229,412.245,153,239.001,6736.032,8390.159,7081.208,3793,6672.101,7775.358
ENSG00000007174.18,6,3,0,0,3,4.163,1.379,1,0,3,3,0
ENSG00000007202.16,11976.675,13665.195,15011.759,10694.746,16201.519,10600.131,7123.065,6773.08,6291.179,5178.795,8756.101,8466.031
ENSG00000007216.16,0,1,0,0,0,0,0,0,1,0,0,0
ENSG00000007237.19,121.006,93,49,138,71,88,247,213.148,586,198,826,512
ENSG00000007255.10,517.672,484,452.999,347,455.661,334.001,162,236,168,212.001,165.999,184.001
ENSG00000007264.15,0,2,2,0,2,0,24,6,11,5,61,20
ENSG00000007306.15,0,0,2,0,1,0,0,0,0,1,1,1
ENSG00000007312.14,1,1,5,0,0,0,10,4,0,0,3,4
ENSG00000007314.12,4,3,1,1,0,0,16,9,3,3,9,12
ENSG00000007341.19,328,402,403,288.999,346,338.997,291.001,188.999,230,165.999,214,181
ENSG00000007350.18,0,0,0,0,0,0,1,2,0,0,2,3
ENSG00000007372.25,1,2,1,3,4,4,7,2,10,1,13,7
ENSG00000007376.8,518,693.999,616.999,488.999,701.317,469.001,330.019,309.027,339,233.057,311.001,438
ENSG00000007384.15,824,942.001,1021,810,752.001,831.005,1093.012,872.597,1025.173,836.703,1353.014,1274
ENSG00000007392.17,1083.001,1331.998,1439.02,992,1332.095,1247.013,1125.447,1046.999,1076,861,1278.704,1122.036
ENSG00000007402.12,5,0,4,1,2,1,7,0,0,0,0,1
ENSG00000007516.15,42,41,138,84,47,77.001,46,42,40,32,38,52
ENSG00000007520.4,569,728,639.037,472.145,676,440,400.572,345.041,406,305,497,599
ENSG00000007541.17,523.156,620.277,683.926,397,548.027,476.401,344.999,342.976,268.066,257,780.999,385
ENSG00000007545.16,1318.523,966.393,1457.921,1213.183,1387.619,1056.857,837.65,767.918,817.385,493.155,973.492,914.7
ENSG00000007866.22,3418.685,4753,5234.793,3702.695,4298.057,3684.857,4339.745,3635.975,3366.003,2352,4490.024,4381.337
ENSG00000007908.16,4,4,0,0,0,0,8,0,0,7,9,2
ENSG00000007923.17,2109.862,2667.999,2575.001,2076.985,2931.169,2022.376,1638.344,1272.813,1221.995,959.001,1808.999,1775.48
ENSG00000007933.13,0,2,1,1,0,0,0,4,4,0,0,0
ENSG00000007944.15,6657.021,3498,5674.471,4530.599,5296.77,4367.899,1745.164,1727.142,2082,1688.099,2558,2630.506
ENSG00000007952.18,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007968.7,1201.035,1169,1293.979,1125.001,1647.993,904.852,319.129,290,317,295.001,496,426
ENSG00000008018.9,5060.348,5644.526,5287.024,4332.765,6864.964,3804.681,3605.475,3672.218,3430,2770.359,4992.594,4661.995
ENSG00000008056.14,5,0,7,2,2,0,0,0,0,0,0,0
ENSG00000008083.14,2226.29,2218,2966.946,2169.999,2608.988,2263.138,2558.749,3040.034,2804.262,2059,4200.386,3600.003
ENSG00000008086.13,4786.308,4602.855,5647.884,4295.885,5495.374,4203.192,507.145,562.09,704.999,578.413,722.042,734.85
ENSG00000008118.10,0,0,0,0,0,0,0,0,0,0,5,0
ENSG00000008128.23,518.368,524.456,820.097,670.492,610.009,657.575,723.294,395.462,458.621,346.437,448.424,581.073
ENSG00000008130.15,2337.663,2246.659,2437.905,1871.721,2640.39,1779.865,1057.931,935.001,956.862,766.249,1393.999,1410.999
ENSG00000008196.13,92,124.028,118,112,125,119,32,17,25,29,57.001,26
ENSG00000008197.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008226.20,16.004,0,3,0,1,0,0,4,0,3,11,1
ENSG00000008256.17,2601.054,2612.012,3071.65,2261,2434.001,2555.822,2108.196,1509.239,2692.001,1584,2214.275,2237.03
ENSG00000008277.15,73,54,74.001,48,149,65,12,16,3,21,11.999,13
ENSG00000008282.10,2125.004,2390.02,2435.815,1833.854,2226.85,1810.16,1347.793,1364.008,1346,1156.999,1529.773,1465.545
ENSG00000008283.16,937.001,1234.021,1217.059,890.936,1167.801,714,1218.43,973.765,971.998,912,1508,1175.001
ENSG00000008294.22,6540.996,6557.098,8636.232,6063.28,7871.152,6290.161,5009.846,3801.111,4000.926,3613.048,4616.47,3995.253
ENSG00000008300.17,109.006,105.001,117.999,143,141,91,126.004,60,98,124,116,142
ENSG00000008311.16,2786.783,2717.812,3654.497,3073.214,3856.726,2901.653,705.623,638.623,466.408,537.391,714.885,1063.617
ENSG00000008323.16,1049,1786.606,1263,1429.048,1348.997,1024.84,3610.458,2937.796,3446.999,3188.843,4119.414,3720.242
ENSG00000008324.12,290.005,322.841,266,210.888,328.01,216.11,151.001,165.402,132.996,77,123.045,148.928
ENSG00000008382.16,260,265.999,352.117,269,389.001,264,150.399,150,147,98,185.999,184
ENSG00000008394.13,106,58,82.001,280.001,125.315,39,636.999,429,783,354.001,661.001,235.999
ENSG00000008405.12,1323,819.001,1373.012,1345.001,1708.503,1391.193,1758.123,1848.432,1492,1289,2068.001,1630.001
ENSG00000008438.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008441.19,65.058,4,4,1,3,1,10,4,6,3,7,5
ENSG00000008513.17,1531.375,2447.001,2347.008,2356,2027.999,1398,5356.561,4952.395,4555.002,2972.214,4721.853,4763.002
ENSG00000008516.18,0,0,5,13,4,2,2,1,7,3,1,6
ENSG00000008517.19,12.001,12,22.001,8,2,14.999,11,7,14,29.001,7,51.999
ENSG00000008710.20,2834.705,1877.041,3356.218,2070.264,2636.666,2094.512,1976.577,1392.985,1665.008,1034.159,1991.087,1751.061
ENSG00000008735.14,37,50,66,31.003,67,39,341.991,234,402,279,495.308,365
ENSG00000008838.21,2263.842,2208.999,2508.499,1789.228,2615.303,1662.879,1412.728,1073.008,1102.001,901.009,1545.13,1626
ENSG00000008853.18,2074.706,2739,3299.239,2396.066,2817.353,1770.49,1037.991,906.095,1032,730,1556.001,1327.982
ENSG00000008869.12,2270.997,2786.114,2472.216,2312.001,2540.117,1953.671,2664.515,3264.2,3031.999,2316.023,3286.999,3018
ENSG00000008952.17,2369.383,2708.031,2396,2089,2511.333,2023.038,2989.962,2637.891,2843.401,2640.004,3632.468,3357.062
ENSG00000008988.11,22990.555,28836.674,25503.432,22775.535,28312.154,20118.702,11765.507,14207.604,14842.632,10889.646,16157.562,16797.821
ENSG00000009307.17,20074.817,24145.731,22920.122,17927.783,24921.631,17336.653,17764.202,18507.897,19227.451,15889.233,21875.001,20141.795
ENSG00000009335.19,3827.732,3883.234,4198.007,3288.191,4840.57,2949,3745.428,3254.505,3284.001,2585,4269.324,4088.591
ENSG00000009413.17,3127.995,2025.677,1956.187,1849.116,2292.379,1624.419,953.593,966.591,924.998,704.103,1123.971,1124.659
ENSG00000009694.14,0,0,0,0,0,1,0,7,2,3,2,1
ENSG00000009709.12,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000009724.18,0,0,7,1,2,4,0,0,0,0,0,0
ENSG00000009765.15,2.994,1,6,7,11,4,5.002,3,6,9,5.983,1
ENSG00000009780.16,1269.002,1490,1279,846.78,1302,1026.896,289,312,327,213,437,415.001
ENSG00000009790.15,0,1,0,1,1,0,20,5,12,6,26,16.001
ENSG00000009830.13,835.001,857.009,855.993,616.015,855.505,756.429,788,661.001,591.998,496.999,786.002,724.001
ENSG00000009844.16,1479.668,2012.999,1855.221,1494.49,2100,1310.204,1448.213,1516.072,1507,1202.233,1996.051,1811.007
ENSG00000009950.16,3.875,21.369,21.404,30.89,37.886,31.795,10.529,11.34,7,16.029,6.003,9.546
ENSG00000009954.11,6260.634,6743.204,6503.665,5965,7850.581,5025.545,3361.509,3203.605,3731,2929.001,4598.88,4716.715
ENSG00000010017.13,2384.608,2379,2741,2318.004,3028.119,2087,1204.516,972.328,1054,978.077,1346,1323
ENSG00000010030.14,332.232,273,406.999,198,384.019,174,19,62,29,79,40,63
ENSG00000010072.16,499,548,555.139,402,766.18,446.001,376.001,358.001,419.002,372.013,517.001,528.999
ENSG00000010165.20,797.001,955,950.004,682,664.422,535,536,573.999,470.999,359,740,810.513
ENSG00000010219.14,117,134.001,144.999,101,165.001,115,128,131.001,60.999,61,138,125
ENSG00000010244.19,6482.208,8063.798,8497.214,7206.002,9573.005,7067.128,7161.351,7014.936,6301.225,4984.528,7127.334,7586.84
ENSG00000010256.11,5757.126,7286.487,6085.905,4911.569,6929.303,4079.306,3159.906,3278.808,3155.218,2465.196,4734.717,4535.754
ENSG00000010270.14,1105,1176.162,1016.001,884.001,1172,898.093,1586.25,1716.999,1519.003,1218.999,1831.999,1688.999
ENSG00000010278.15,62,409,151.927,292.639,123,224.001,4182.305,1720.927,3927.106,4226.461,5589.559,3591.704
ENSG00000010282.15,0,0,0,0,0,0,1,0,0,0,0,2
ENSG00000010292.13,5599.366,7016.917,6420.99,5073.041,6401.944,3873.923,1905.044,2116.468,1976.001,1535.006,2945.047,2694
ENSG00000010295.20,252,211,313,172.999,340,187.999,239.628,236,210.999,176.001,286.001,277
ENSG00000010310.9,0,0,1,0,3,4,33,12,6,20,19,14
ENSG00000010318.22,72,76.999,92,50,86.001,55,69.999,44.999,35.001,29,45.999,47.999
ENSG00000010319.7,212.136,603,771.609,281,365,189,14,3,15,54,18,47
ENSG00000010322.16,4735.977,4645.957,6418.306,3533.101,5409.333,4133.311,2953.007,2163.321,2722.999,1965.078,3182.309,2745.011
ENSG00000010327.10,53,157.001,34,9,30,15,531.001,950.051,135.001,447.999,687.001,715
ENSG00000010361.14,269.001,268,305.069,206.001,279.001,252,163.001,115,82,71,112,120.998
ENSG00000010379.16,3,1,2,0,3,1,0,1,0,0,2,3
ENSG00000010404.18,1998.846,2197.097,2380.915,1545.271,1695.103,1701.196,763.798,771.793,867.372,1173.522,1469.815,1089.699
ENSG00000010438.17,0,0,0,0,0,0,0,1,0,3,0,0
ENSG00000010539.12,309.031,498.999,386,341.087,334,328,324.548,389.371,331.999,280.128,469.047,470.237
ENSG00000010610.10,18,13,5,0,0,2,161,205,63,84,196,207
ENSG00000010626.15,146.999,111,106.757,114.618,100,75.415,118.381,95,106.001,89.728,136.875,104
ENSG00000010671.18,26.036,44.26,47.147,41.013,33.63,58.705,70.038,64.147,48.346,39.001,84,53.18
ENSG00000010704.19,119.009,124.16,136.768,82.896,123.939,127.864,104.932,133.721,72.601,83.998,133.789,132.617
ENSG00000010803.17,609.002,546.045,680.449,511.001,643.002,527.004,283.186,242,201,206.999,383.999,294.999
ENSG00000010810.18,563.999,356.043,843.998,330.997,569.841,373.999,37,98.999,71,120.999,106.001,218
ENSG00000010818.11,804,538.001,817.001,550.001,524,625.001,376.438,485,403,605.999,559,548
ENSG00000010932.17,0,1,0,0,0,0,0,2,0,6,2,0
ENSG00000011007.13,2232.948,2899,2422.122,2139.402,2758.182,1785.042,2021.958,1985.017,1739,1387.068,2459.985,2241.975
ENSG00000011009.11,2262.419,2487,2247.448,1756.999,2257.999,1693.907,1542.255,1662.001,1438.999,1267.999,2178.979,1968
ENSG00000011021.23,281.001,371.014,426,380.164,365.999,434.001,398.002,280.009,257.001,239,330.47,320.308
ENSG00000011028.14,417,139,35.999,24,28,141,2714.43,1172.778,1109.998,2523.002,2055.139,1464.467
ENSG00000011052.21,51.854,18.57,87.539,54.432,71.703,16.99,19.5,10.574,44.122,30.514,38.11,39.007
ENSG00000011083.9,0,0,0,0,0,0,0,5,4,2,4,9
ENSG00000011105.14,4420.196,4909.228,4601.36,3140.212,4271.277,3813.948,4271.444,4205.981,3887.757,3658.771,6666.328,5228.04
ENSG00000011114.15,1995.1,2395.07,2079.651,1807.093,1923.261,1695.027,2354.712,2471.693,2829,2272,2566.107,2938.316
ENSG00000011132.12,299.999,342.999,390.002,224,323.999,239,301.999,239.362,239.999,232.999,359,249
ENSG00000011143.19,444.121,521.178,545.044,397.181,413.977,348.159,284.388,291.917,254.989,192,319.98,301.492
ENSG00000011198.10,2033,2113.956,2611.238,1864.001,2539.594,1963.507,734.999,650,736.001,579.039,873.643,1205.222
ENSG00000011201.12,101,81,4,0,5,85,66,72,77,47,60,59
ENSG00000011243.19,2048.457,2530.076,2594.637,1686.999,2399.674,2169.906,1559.357,1268,1195,1115.999,1661.148,1512.086
ENSG00000011258.16,1073.086,1168,1351,967.055,1200.001,1129.981,600.001,533.011,642.001,469.999,652,654
ENSG00000011260.14,1600.337,1783.771,1448.399,1316.565,1942.959,1207.999,951.368,1009.071,996.001,791.001,1242.001,1306
ENSG00000011275.19,1846.639,1623.2,1732.887,1237.999,1938,1472.099,1081.18,927.308,1073,691.417,1164.672,1252
ENSG00000011295.16,1903.949,2178.792,2303.039,1656.113,2833.035,1841.176,904.591,682.555,1441.008,797.112,1215.19,1065.004
ENSG00000011304.22,11577.757,12136.032,12618.007,10298.965,13919.959,9691.112,7837.715,6168.246,6471.004,4789.595,8940.764,8908.139
ENSG00000011332.22,6,16,11.001,7,11,15.001,53,101,25.999,24,54,61.001
ENSG00000011347.10,6179.155,6664.001,9098.964,6073.011,7609.302,6861.539,214,124,409.001,340,593.001,607.001
ENSG00000011376.12,1717.806,1817.995,1635.001,1469.525,1883.238,1274.943,915.999,840,762.001,607,978.001,954.228
ENSG00000011405.14,7962.452,8873.479,9253.665,7353.999,8696.399,7781.884,2833.038,2832.606,2877,2803.804,3359.002,3396.566
ENSG00000011422.12,94.018,115,75.999,73,52,78.127,916.833,922,508.347,630.009,1008.999,990.999
ENSG00000011426.11,5010.035,6032,5238.05,4967.269,7086.717,3683.519,2032.115,2707.877,2594.002,1889.191,3677.715,3363.982
ENSG00000011451.21,720,696.001,877,644.999,752,654.056,508.999,358.013,400,298,667.012,652
ENSG00000011454.18,2519.229,2532,2890.294,2136,2666.464,2014.564,1393.277,1047.373,1198.023,995.001,1555.336,1514.385
ENSG00000011465.18,3148.026,388.002,7,6,24,3,298.025,31,6,50,45,48
ENSG00000011478.13,168.934,248.997,294.758,181.041,240.827,197.587,194.629,148.092,145.667,112.421,199.855,187.996
ENSG00000011485.15,1096.515,1365.368,1348.005,1126,1484.001,824.502,918.058,818.831,815.547,690.22,1123.951,1147.999
ENSG00000011523.15,1190.766,1250.074,1183.393,772.911,1252.812,655.5,253.609,203.441,324.684,221.304,242.56,221.308
ENSG00000011566.15,1821,1868.994,1935.009,1544.001,2084.493,1665.001,1399.264,1202.001,1095.001,1315.056,1314.017,1408.997
ENSG00000011590.14,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000011600.12,3,9,1,0,0,4,128,176,72,110.999,248,218
ENSG00000011638.11,254.999,163,132,208,141.001,94,51,82.026,102,26.016,73,100
ENSG00000011677.13,15.008,195,449,216,356,285,19,33,63,49,34,69
ENSG00000012048.25,1549.203,2072,2216.994,1711.001,2232.135,1464.006,968,1182.163,888.999,703,1147.001,1181.999
ENSG00000012061.17,718.001,696.226,724.615,594,697,573.551,510,452,451.357,434.999,529,678.999
ENSG00000012124.17,1,8,2,1,3,2,223.524,115.001,274,284.999,230,156.998
ENSG00000012171.20,105,404,125,101.999,107,259.105,1303.337,275.999,975.001,1776,1307.999,827.999
ENSG00000012174.12,339.798,370.688,461.681,370,440.778,247,258,242.148,176.001,209.023,284.01,275
ENSG00000012211.13,159,259,246.998,212,230,198,238.002,175,168,153,291.001,288
ENSG00000012223.13,4,3,1,2,0,3,27.999,15.857,27,33,42,14
ENSG00000012232.10,1449.713,1887.456,1806.278,1428.176,1750.129,1339.882,10136.175,8019.215,10132.678,9962.294,10845.258,10523.283
ENSG00000012504.15,2,0,0,0,0,1,0,2,0,14,4,0
ENSG00000012660.14,2146.138,2751.009,2373.261,2391.114,2760.429,1555.11,3447.002,2777.742,3008.898,2825.198,3533.716,3578.999
ENSG00000012779.12,8,10,17,8,10,18,236.001,172.02,140,129,204,230.999
ENSG00000012817.16,2047.5,2456.999,0,0,35,1959.208,1483.956,1413.011,1345,1044.001,0,0
ENSG00000012822.16,1232.998,1571.002,1682.461,916.999,1311.046,1454.107,1459.028,1213.32,1268.999,1332.167,1306.997,1329.001
ENSG00000012963.15,1132,1335.001,1135.001,932.289,1464.349,747.446,501,520,604,468.001,782.581,646.589
ENSG00000012983.12,1071.026,1262.999,1198.001,1180,1470,1034.999,1899.023,1936.018,2045.999,1493.34,2072,2092.49
ENSG00000013016.16,984,1137,1745.547,818,1066,581,1602.1,2612.308,1391.001,1964,1367,1114.8
ENSG00000013275.8,2839.394,3112.999,3602.814,2473,3835.138,2234.398,1425.502,1334.384,1285.56,1070,2038.001,1918.221
ENSG00000013288.9,1984.224,2292.587,2048.134,1626,1869.402,1496.559,2494.934,2163.344,1898,1878.367,3204,2214.001
ENSG00000013293.6,3,12.079,27.093,9.377,16.845,13,18.995,8,12.151,4.148,15.021,11.484
ENSG00000013297.12,14,23.37,8,18,28.848,13.556,10,8,4,9,20,10
ENSG00000013306.16,2206.819,2459.817,2167.915,1831.997,2769.998,1565.78,1596.062,1163.568,1305.001,1020.001,1943.863,1791
ENSG00000013364.19,4788.626,5335.23,5632.021,3782.366,4871.484,3625.211,5741.81,5421.219,4837,4089.938,6147.947,5390.591
ENSG00000013374.17,1891.8,2166.001,2076.002,1515.738,2431.851,1665.69,1957.826,1235,1504,1338.216,1581.231,1683.001
ENSG00000013375.17,2597.72,3306.064,2948.613,2698.998,3379.223,2734.211,5445.767,5465.738,4911.636,4204.847,5784.276,6032.851
ENSG00000013392.8,157,165,190.001,161,177,177,90.034,131,97,81,94,188
ENSG00000013441.17,5954.137,5083.371,6124.36,4760.551,6394.309,5057.244,3950.01,3505.265,3911.943,3221.001,4446.001,3901
ENSG00000013503.10,1258.353,1589.092,1364,1292,1463,1130.499,1102.424,1009,914,742,1174.801,1278
ENSG00000013523.11,1095.729,1228.528,902.475,858.903,990.757,908.244,406.693,349.226,346.716,404.475,494.401,475.595
ENSG00000013561.18,1471.665,1720.076,1701.935,1143.101,1716.65,1247.008,1202.392,1161.987,1248.27,1076.873,1536.898,1391.018
